Medida_1,Medida_2,Medida_3,Medida_4,Medida_5,Medida_6,Medida_7,Desvio_1,Desvio_2,Desvio_3,Desvio_4,Desvio_5,Desvio_6,Desvio_7
21.2825,16.0322,3.4105,3.0095,8.2415,7.1059,19.5301,0.0437,0.7886,0.0259,0.0153,0.0128,0.0715,0.1099
22.3912,14.5266,3.5465,3.0194,8.2755,8.0123,19.5723,1.1548,0.7416,0.2516,0.0196,0.0179,0.2401,0.1521
22.1649,16.0633,3.2844,3.0059,8.2984,8.0234,19.7118,0.8229,0.476,0.0378,0.0162,0.0128,0.0175,0.2621
21.4519,14.5307,3.1607,3.0089,8.2861,7.0279,19.8906,0.2687,0.9571,0.1624,0.0161,0.0248,0.0584,0.2703
21.4695,15.2419,3.2041,2.9485,8.2697,7.0701,19.8121,0.2998,0.6567,0.0309,0.0195,0.0182,0.0277,0.3085
22.9388,13.6712,3.0651,2.9825,8.2937,7.0561,19.859,1.2354,1.3734,0.0303,0.0189,0.0136,0.0672,0.248
22.7893,15.3938,3.1484,3.0077,8.3312,6.9024,20.3268,0.9866,1.1905,0.0709,0.008,0.0295,0.0669,0.0996
23.6992,14.5272,3.166,3.0007,8.2978,6.9746,20.3567,1.3147,0.9655,0.0456,0.0199,0.0255,0.0461,0.1044
22.5477,13.0239,3.2557,2.9684,8.3746,6.9464,20.2119,1.1643,0.9967,0.051,0.0172,0.0192,0.1241,0.4323
22.4469,14.6785,3.4316,3.0159,8.4397,6.774,20.4382,1.5376,1.0518,0.0625,0.012,0.0184,0.0643,0.1123
22.4058,11.8584,3.4439,3.0405,8.4702,6.7166,20.7062,1.2279,0.1427,0.0747,0.0181,0.0229,0.0381,0.4108
23.9742,13.4971,3.3935,3.0786,8.4895,6.5882,20.0882,1.1846,1.2902,0.0395,0.0156,0.0222,0.0413,0.2793
25.3971,13.038,3.4275,3.0569,8.5101,6.7611,19.8537,0.9334,0.2424,0.0338,0.0093,0.0205,0.0454,0.0486
22.4052,13.7492,3.4251,3.0569,8.5318,6.7782,19.9035,0.8045,0.636,0.0178,0.0152,0.0191,0.0558,0.1124
23.0126,12.3726,3.4521,3.1003,8.5089,6.5325,20.0249,0.676,0.6976,0.0156,0.023,0.0195,0.223,0.2034
25.7061,15.419,2.8078,3.1654,8.6824,6.4528,20.1017,2.7423,1.0155,0.0775,0.0227,0.0394,0.0338,0.0507
22.8954,15.5186,2.884,3.2246,8.822,6.2364,20.2969,1.0169,0.5476,0.0406,0.0164,0.0261,0.0428,0.0533
23.932,15.5743,2.894,3.2844,8.9023,6.1842,20.2811,0.6431,0.4667,0.0239,0.0132,0.0293,0.0286,0.081
22.6374,14.1279,2.8646,3.3448,8.9844,6.1672,20.3421,0.8024,0.2776,0.034,0.0182,0.0331,0.0265,0.1729
23.5133,13.4701,2.9186,3.3677,8.9856,6.1649,20.5936,1.0768,0.3519,0.0348,0.0215,0.0248,0.0412,0.4385
23.1205,13.6507,2.8998,3.3073,8.8618,6.0746,20.3262,0.7398,0.7421,0.0472,0.0212,0.0217,0.0372,0.0381
23.0736,14.2763,2.8981,3.2815,8.8994,6.1274,20.433,0.3089,0.7215,0.0607,0.0156,0.0227,0.0167,0.0383
22.6374,14.1109,2.8529,3.336,8.8155,6.2053,20.4517,0.4345,0.035,0.0798,0.0248,0.0214,0.0212,0.0409
23.4389,14.5618,3.1584,3.4498,8.8296,6.1678,20.433,1.0217,0.1178,0.5708,0.0139,0.0247,0.0241,0.0373
25.05,14.349,3.0921,3.3788,8.968,6.1145,20.5215,0.5269,0.6437,0.0711,0.027,0.3374,0.0129,0.0254
23.8792,14.7336,3.1877,3.3407,9.6176,6.067,20.5918,0.7166,0.8906,0.038,0.0295,0.0353,0.0097,0.0348
23.307,15.2519,3.2387,3.4943,9.0794,6.0541,20.6452,0.4729,0.5896,0.026,0.0283,0.1144,0.0144,0.0334
22.6116,15.8933,3.0001,3.5512,8.9973,5.9896,20.7325,0.5202,0.9351,0.0406,0.0269,0.0333,0.022,0.0392
22.7887,13.8196,3.1384,3.475,9.0583,5.9585,20.7795,0.7911,0.0353,0.0363,0.0175,0.0277,0.0153,0.0323
25.7688,14.9546,2.9262,3.4603,9.1562,5.9233,20.8363,1.3137,0.4136,0.0224,0.0159,0.0214,0.0105,0.0567
26.3921,14.3431,2.9309,3.3694,9.2687,5.8313,20.9571,0.6851,1.2895,0.0327,0.0304,0.0599,0.0254,0.0393
23.4137,16.7071,2.8934,4.073,9.2734,5.7861,21.014,0.8178,1.0846,0.0483,0.2048,0.0384,0.0083,0.0687
26.0796,16.822,2.8388,3.5635,9.3754,5.7158,21.045,1.3206,0.7149,0.0298,0.0273,0.0474,0.0206,0.0551
25.7993,14.2393,2.8406,3.6086,11.5154,5.6953,22.3525,2.6631,0.1086,0.0312,0.0143,0.3347,0.0254,0.5899
23.3463,14.7969,2.8248,3.8449,10.7222,5.6355,23.9923,0.8249,1.2968,0.0193,0.0136,0.6985,0.0112,1.5111
24.0369,15.1956,2.7913,3.8742,9.7342,5.5768,22.614,2.0047,0.9521,0.0199,0.0148,0.3233,0.0222,0.4533
23.0936,14.6005,2.7831,3.8965,9.7864,5.5827,22.1162,0.0759,0.8075,0.0123,0.019,0.3053,0.0207,0.1296
23.0766,15.915,2.697,3.9763,11.5125,5.5118,22.3912,0.0676,0.4001,0.0204,0.0239,0.6769,0.0188,0.2462
23.7572,14.9681,2.8148,4.1621,9.7899,5.4666,22.1959,0.5733,0.0338,0.0206,0.0171,0.2447,0.0085,0.2543
27.951,15.912,2.782,4.2313,9.8228,5.391,22.237,0.5851,0.1256,0.0212,0.0286,0.0287,0.0229,0.0916
28.4107,16.7387,2.7597,4.3145,10.0198,5.3066,22.4504,2.506,0.8491,0.0202,0.0516,0.0261,0.0181,0.0206
25.4487,16.9433,2.7644,4.328,10.0122,5.3095,22.5032,1.0087,0.7053,0.0219,0.0316,0.0287,0.0191,0.0172
25.1884,15.65,2.7943,4.3655,10.0403,5.3699,22.3384,1.676,0.5183,0.0162,0.019,0.0406,0.0175,0.025
23.9771,16.1266,2.7978,4.3503,10.1306,5.374,22.4504,0.7669,0.185,0.0183,0.0264,0.0416,0.0204,0.0286
24.486,15.6341,2.9104,4.3597,10.1288,5.4525,22.2833,0.9572,0.669,0.0146,0.015,0.0712,0.0078,0.236
24.4315,16.1395,2.9315,4.1516,10.2519,5.4953,22.1221,0.6887,0.3865,0.0145,0.0215,0.1311,0.0089,0.5762
23.9232,16.1225,2.925,4.0196,10.1511,5.4361,21.877,0.512,0.6144,0.0129,0.0202,0.0472,0.0182,0.0355
23.7549,16.3166,2.9631,4.1474,10.9684,5.5211,22.0429,0.0534,0.6101,0.0099,0.0273,0.2688,0.0259,0.129
23.8176,15.0859,2.9889,4.2096,10.7081,5.6243,22.448,0.1486,0.7994,0.0124,0.0221,0.0452,0.0486,0.3007
24.2005,15.2267,2.9895,4.2852,10.4994,5.5094,22.9224,0.3753,0.8884,0.0187,0.0437,0.0616,0.0231,0.7306
23.9484,15.0748,2.9948,4.2706,10.7468,5.4678,21.9814,0.2241,0.9114,0.0192,0.029,0.1634,0.0132,0.106
24.3922,18.5076,3.0059,4.2876,10.8722,5.4514,22.0095,0.4535,0.7829,0.0241,0.0386,0.0281,0.0124,0.113
25.1081,18.8359,3.0124,4.311,11.4034,5.4848,21.8893,0.88,0.5828,0.0193,0.0354,0.1871,0.0178,0.0667
24.2198,15.1528,3.0048,4.27,11.387,5.7457,22.0523,0.9853,1.1554,0.0209,0.0149,0.2764,0.3524,0.0783
23.7602,17.3402,3.0106,4.2588,11.5946,5.68,21.9603,0.0589,1.3005,0.0139,0.0159,0.183,0.2921,0.0609
23.7602,15.7766,2.9977,4.2882,11.5113,5.3552,22.0142,0.0742,1.1095,0.0193,0.0232,0.2371,0.0204,0.0567
24.0258,17.906,2.9966,4.2647,10.7603,5.3441,22.0031,0.7442,0.6151,0.0159,0.0222,0.6687,0.0143,0.0482
26.1558,17.9881,3.0153,4.2794,10.096,5.4068,21.9902,1.5991,0.53,0.0193,0.0278,0.0583,0.0232,0.0516
25.9383,18.1341,3.0212,4.2993,10.1112,5.4748,21.9767,0.8402,0.8587,0.026,0.0263,0.0439,0.0175,0.05
26.1951,17.6099,3.0247,4.328,10.1083,5.4918,22.0517,0.5147,1.4086,0.0212,0.0181,0.0484,0.0257,0.0538
27.1343,16.5781,3.0681,4.3796,10.2086,5.5194,22.0171,1.0826,0.3424,0.013,0.0243,0.0436,0.0328,0.0501
25.4903,16.4174,3.0517,4.382,10.2121,5.5323,22.0611,0.2578,0.0529,0.0155,0.0193,0.0409,0.028,0.0438
25.3637,15.3117,3.0628,4.3943,10.2226,5.5422,22.1068,0.3901,0.4,0.0133,0.0212,0.0465,0.0367,0.0414
25.5595,14.9751,3.0874,4.3919,10.2338,5.5422,22.1983,0.4344,0.4887,0.014,0.0246,0.0377,0.028,0.0601
25.4458,15.1065,3.1074,4.4089,10.2285,5.5551,22.2165,0.28,0.4364,0.0135,0.0259,0.0362,0.0325,0.0366
25.5097,17.9975,3.1126,4.399,10.2484,5.6085,22.1954,0.0328,0.5056,0.0153,0.0164,0.0572,0.0366,0.0458
25.6609,17.8597,3.1279,4.3784,10.2355,5.6302,22.2206,0.809,0.7668,0.0162,0.0192,0.0331,0.0317,0.0363
25.7067,17.9746,3.1191,4.389,10.2396,5.6273,22.2071,0.7992,0.6944,0.0159,0.0155,0.0297,0.0446,0.049
25.5208,17.7747,3.1285,4.3943,10.225,5.6173,22.1948,0.1286,0.8735,0.0115,0.0115,0.0375,0.0383,0.0362
25.4698,18.0157,3.1314,4.3878,10.222,5.6237,22.2141,0.051,0.6281,0.0179,0.0117,0.0364,0.0351,0.0347
25.4915,17.9875,3.1244,4.3884,10.2449,5.6261,22.1942,0.0715,0.4506,0.0154,0.0188,0.0414,0.0374,0.0342
25.4809,17.4317,3.142,4.3996,10.2086,5.6402,22.3202,0.0567,0.4567,0.02,0.0193,0.0441,0.0229,0.272
25.5513,17.9553,3.1044,4.4195,10.2174,5.6384,22.3701,0.7189,0.1821,0.0107,0.0232,0.0453,0.0449,0.0788
23.8399,17.4616,3.1033,4.4248,10.2414,5.5645,22.835,0.0788,0.8814,0.0153,0.0187,0.0397,0.0244,0.0552
24.5745,16.6478,3.0036,4.4523,10.4964,5.4748,23.3334,1.8692,0.6854,0.0142,0.0215,0.0405,0.0225,0.8741
25.8187,14.5917,2.9901,4.474,10.5521,5.3939,22.3994,0.0815,0.6908,0.0157,0.024,0.0721,0.0369,0.0695
25.0799,17.2992,2.9719,4.4945,10.4214,5.4092,22.4199,0.4939,0.5438,0.0101,0.0215,0.1772,0.0333,0.1965
25.4352,16.6719,2.9367,4.5068,10.2754,5.3599,22.3255,0.2982,0.9126,0.015,0.0133,0.0462,0.0271,0.0784
25.1051,18.2338,2.9508,4.5098,10.2725,5.32,22.8631,0.3044,0.0379,0.0144,0.02,0.0425,0.0328,0.1573
24.8589,14.6591,2.8969,4.5309,10.4583,5.2421,22.981,0.4892,0.3914,0.0205,0.0212,0.0573,0.0288,0.0371
26.2566,16.605,2.867,4.5409,10.6489,5.2344,22.3871,0.4152,1.1006,0.0119,0.0171,0.0821,0.0281,0.0733
24.296,17.3203,2.8576,4.5819,10.4126,5.1928,23.0302,0.3979,0.5502,0.0148,0.0155,0.0575,0.0408,0.0266
24.1295,16.2966,2.8576,4.5825,10.3897,5.201,22.2991,0.0852,0.3623,0.0193,0.021,0.047,0.0225,0.0922
23.9712,17.4188,2.8289,4.5291,10.4671,5.1441,24.5898,0.0669,0.6873,0.0155,0.0191,0.0537,0.0349,0.0679
24.2304,18.1616,2.782,4.5438,11.8449,5.0896,24.4086,0.0507,0.0192,0.0159,0.0209,0.3915,0.0234,0.6725
24.0721,16.3863,2.7521,4.8164,10.4982,5.0509,24.486,0.53,0.6631,0.0169,0.0273,0.025,0.0172,0.4547
25.3215,18.1763,2.7333,4.712,10.5017,5.0374,25.9693,0.638,0.0162,0.019,0.0158,0.0418,0.0235,0.073
24.2867,17.0782,2.6999,5.0281,10.5674,4.9982,23.4758,0.454,0.8804,0.02,0.022,0.0275,0.0173,1.6227
23.861,17.838,2.6676,4.7871,10.6155,4.9712,24.9457,0.1975,0.3171,0.014,0.0136,0.0295,0.0208,1.5119
24.1424,17.2763,2.636,4.8528,10.6289,4.9137,26.4477,0.2379,0.3177,0.0273,0.0198,0.0233,0.0121,0.124
24.2192,17.8738,2.6166,4.8598,10.6723,4.8856,25.1808,0.0931,0.3054,0.0183,0.015,0.0212,0.0163,1.0913
24.1078,18.2942,2.6037,4.8868,10.6928,4.875,23.9161,0.1743,0.6387,0.0222,0.0139,0.0384,0.0198,0.0434
24.1032,16.8184,2.5861,4.8997,10.6846,4.8774,29.3007,0.4366,1.0328,0.0155,0.019,0.0248,0.0208,2.0652
23.8897,16.5921,2.5727,4.9173,10.5861,4.8082,24.7885,0.0952,0.5154,0.0214,0.0278,0.0635,0.0128,0.9323
25.9476,17.9682,2.5363,4.8504,10.738,4.7613,26.2308,0.7855,0.0199,0.0159,0.0226,0.0175,0.0159,2.6848
28.5332,17.5566,2.5111,5.004,10.8031,4.6845,26.538,0.5784,0.625,0.0151,0.0232,0.0243,0.0178,0.4662
27.1865,17.7366,2.4841,5.0099,10.8236,4.6347,26.1898,2.2306,0.2447,0.0145,0.0174,0.0295,0.0203,0.6684
27.7781,17.4346,2.3897,5.1131,10.9121,4.5385,26.3962,1.1802,0.4324,0.0122,0.0208,0.0465,0.0246,0.8058
28.3174,15.6183,2.3446,5.1236,11.02,4.4588,25.2388,1.2627,0.3267,0.0238,0.0244,0.0221,0.0165,0.7326
27.0733,16.0211,2.3305,5.1887,11.0036,4.3996,23.81,0.6343,0.4995,0.0169,0.0193,0.0191,0.0185,0.1228
27.5136,18.5081,2.344,5.1729,11.0282,4.3837,25.0858,0.6141,0.5581,0.0257,0.019,0.0239,0.0248,0.7994
27.0159,17.4962,2.3411,5.2098,11.0223,4.3597,24.51,1.117,0.4105,0.0222,0.0155,0.022,0.0171,0.4797
26.9742,16.5986,2.3616,5.1864,11.0235,4.3485,24.0903,0.8264,0.6347,0.0097,0.0225,0.0201,0.0239,0.0851
28.0612,16.1636,2.3329,5.2268,11.0464,4.3022,24.1899,1.0129,0.0355,0.0158,0.02,0.0316,0.0132,0.3239
28.865,15.3052,2.3129,5.2725,11.0769,4.2717,25.0148,0.7835,0.7776,0.0182,0.015,0.0251,0.0199,0.7407
29.5674,14.1016,2.1793,5.5047,11.1824,3.9909,25.2699,1.4442,0.9925,0.0131,0.0205,0.0576,0.0128,1.0374
28.5408,13.2813,2.1974,5.5352,11.3043,3.9475,26.9643,0.6374,0.084,0.0206,0.0146,0.0353,0.0182,0.5198
28.4576,13.5012,2.2525,5.588,11.3589,3.9135,27.4972,0.5645,0.5057,0.0159,0.0136,0.0366,0.0116,1.1707
27.4738,13.272,2.4267,5.6765,11.3999,3.876,26.0596,0.8531,0.0616,0.0432,0.0229,0.038,0.0194,0.1372
28.5678,13.0779,2.2033,5.8026,11.4685,3.7658,25.8949,0.4297,0.032,0.0271,0.0133,0.0406,0.0204,0.9458
31.2507,13.0503,2.2461,5.8366,13.5018,3.7288,27.7763,0.876,0.0202,0.0287,0.0138,1.5265,0.0179,0.5697
28.0659,12.9999,2.3809,5.8893,13.3986,3.6638,26.1558,0.9411,0.0398,0.021,0.028,0.5808,0.0137,1.4527
28.1357,12.96,2.405,6.0687,11.7945,3.4773,25.2652,1.6397,0.0633,0.0172,0.0243,0.0305,0.0181,0.8222
26.9309,12.6346,2.3645,6.3437,12.0015,3.2938,23.3093,1.8124,0.5052,0.0164,0.0272,0.0273,0.0128,0.292
29.3147,12.7185,2.4114,6.7524,12.1726,3.1865,23.6218,2.5835,0.1723,0.0195,0.1546,0.0369,0.019,0.4754
25.1708,12.5942,2.4683,6.7248,12.3743,3.0933,21.2667,0.6217,0.2124,0.0215,0.057,0.0539,0.0135,0.0509
24.7516,12.7718,2.4789,6.7189,12.2811,3.0956,21.1418,0.2579,0.0656,0.0174,0.0511,0.0552,0.0152,0.0324
27.9305,12.1814,2.5304,6.957,12.3626,3.0235,21.3863,1.2226,0.3038,0.0189,0.0388,0.0515,0.0171,0.3558
26.2842,12.5766,2.5557,7.11,12.4253,3.0059,21.8758,1.1067,0.0267,0.0141,0.161,0.0869,0.0155,0.7115
25.0723,11.7945,2.558,7.2061,12.4805,2.9637,22.3707,0.1555,0.0597,0.0198,0.1944,0.0831,0.0206,0.5839
24.5857,12.6956,2.6096,7.3269,12.4658,2.9221,22.4252,0.3759,0.1041,0.0101,0.3577,0.0683,0.0172,0.6177
24.6519,12.5215,2.6266,6.8415,12.783,2.9203,22.998,0.3015,0.1249,0.0169,0.0334,0.7547,0.0206,0.3641
24.493,11.3378,2.6495,6.8368,15.436,2.9121,23.1106,0.0993,0.1514,0.0144,0.0614,1.3245,0.0279,0.2204
24.656,11.2563,2.6846,6.9499,15.5597,2.8723,23.1891,0.2874,0.1753,0.0145,0.0201,0.0338,0.0208,0.054
25.0594,11.533,2.6946,7.0901,14.4099,2.8687,22.8637,0.5946,0.1515,0.0161,0.0378,1.1052,0.0194,0.9709
25.9007,11.2586,2.721,7.0953,12.8674,2.867,22.1561,0.5135,0.0625,0.0139,0.0666,0.5288,0.0169,0.5871
24.8747,11.3759,2.7298,7.1575,13.1822,2.8558,22.1256,0.0459,0.0258,0.0133,0.0739,0.9073,0.0179,0.3518
24.7481,11.4193,2.7298,7.2935,15.9783,2.8365,23.0549,0.1778,0.1931,0.0217,0.0669,0.7821,0.0165,0.8539
24.7217,12.4734,2.7585,7.4694,16.2187,2.83,23.3949,0.4759,0.0945,0.0146,0.028,0.6073,0.0131,0.4881
25.0934,12.3315,2.7726,7.4799,14.9476,2.8383,22.8731,0.7117,0.1501,0.0115,0.0379,0.0622,0.0225,0.1581
24.2826,11.9751,2.8013,7.6869,15.8429,2.8242,23.8147,0.0781,0.261,0.014,0.3221,1.1811,0.0174,0.2557
24.2861,11.9399,2.8107,7.8505,17.016,2.8119,23.1768,0.0597,0.1838,0.0128,0.285,0.5825,0.0154,0.6048
25.9764,11.4222,2.8453,7.5673,15.1428,2.796,21.3435,0.3346,0.0405,0.0165,0.2033,0.8887,0.0135,0.0796
25.899,11.6034,2.8793,7.779,14.4926,2.7919,23.2061,0.7502,0.174,0.013,0.2676,1.0763,0.0128,1.0121
25.4903,11.6802,2.9016,7.6928,14.4357,2.7831,21.5088,0.5148,0.2025,0.0151,0.0605,1.0048,0.0143,0.6109
25.325,11.5377,2.9051,7.5726,15.1387,2.7708,22.0148,0.2271,0.0502,0.0151,0.0816,0.1796,0.0212,0.6778
25.7934,11.506,2.9244,7.6283,16.4673,2.7591,21.8201,0.3477,0.0521,0.015,0.0246,0.5845,0.0175,0.3518
25.7501,11.5277,2.9467,7.6042,17.8357,2.7714,21.4085,0.5164,0.0369,0.0109,0.0328,0.6387,0.0124,0.0889
24.3201,11.55,2.9883,7.5802,16.7223,2.7462,21.4508,0.0688,0.1401,0.0152,0.0522,0.8108,0.0177,0.1956
24.3066,13.0697,3.0112,7.5397,16.0727,2.731,21.2379,0.0554,0.1845,0.0185,0.0266,0.5932,0.0165,0.0713
25.9975,12.4335,3.0306,7.5884,17.5859,2.7327,21.571,0.3327,0.7166,0.026,0.1327,0.6752,0.0127,0.4889
24.4919,11.4814,3.0511,7.6529,16.7235,2.7239,21.4467,0.1198,0.039,0.0131,0.3036,0.8816,0.0152,0.0363
24.408,11.3835,3.0728,7.9126,14.3818,2.7093,21.3271,0.0539,0.0359,0.0166,0.7379,1.0261,0.0202,0.0834
24.3201,11.6039,3.0839,8.4837,13.1224,2.7052,21.2989,0.0337,0.2925,0.0135,0.0502,0.0377,0.0136,0.0612
24.3095,11.92,3.0956,10.6125,13.1752,2.694,21.4261,0.1222,0.2524,0.0199,0.2794,0.0573,0.02,0.0487
24.3318,12.1052,3.0956,8.9,13.15,2.6893,21.3581,0.1242,0.0825,0.0182,0.3074,0.0262,0.0195,0.0384
24.3699,12.5614,3.1197,8.6561,13.1494,2.6776,21.388,0.3483,0.8252,0.022,0.0236,0.0455,0.0204,0.0363
24.6455,11.6901,3.1402,8.5974,13.1371,2.6676,21.4291,0.3772,0.1299,0.0183,0.0232,0.0495,0.0193,0.0281
24.8237,11.9592,3.1719,8.1612,13.2479,2.6583,21.4437,0.3265,0.0381,0.0196,0.646,0.347,0.0144,0.0416
24.5007,11.7505,3.1894,7.7784,13.1647,2.6448,21.4033,0.3388,0.2586,0.0166,0.051,0.0764,0.0216,0.0648
24.2867,11.5424,3.2082,7.8012,13.2725,2.6495,21.5498,0.0524,0.1224,0.0202,0.0605,0.4025,0.0128,0.0327
24.3435,11.8848,3.2352,7.8288,13.398,2.6436,21.5551,0.0358,0.0249,0.0124,0.0422,0.5357,0.0167,0.0182
24.3799,11.5822,3.2786,8.968,13.2274,2.636,21.6003,0.0364,0.043,0.0166,0.3947,0.0899,0.0182,0.0582
24.3846,11.8308,3.2856,7.8769,13.2831,2.6377,21.5287,0.0481,0.0173,0.0219,0.2372,0.0528,0.0106,0.0643
24.7663,11.7206,3.3167,7.83,13.3394,2.6289,21.6313,0.7726,0.0385,0.0128,0.06,0.0529,0.0164,0.0307
24.4139,11.8437,3.407,8.1583,13.3605,2.6184,21.5797,0.0422,0.2206,0.0156,0.3926,0.0587,0.0132,0.0595
24.4596,10.4214,3.4439,7.9971,13.425,2.6418,21.6536,0.0385,0.6447,0.0207,0.0455,0.0756,0.0128,0.0279
24.5194,12.3345,3.5576,9.2869,13.4942,2.6354,21.799,0.1011,0.0384,0.0157,0.0348,0.0934,0.0167,0.2524
24.6314,10.9666,3.5494,8.8829,13.585,2.633,23.5391,0.0835,0.5626,0.0165,0.4031,0.1623,0.0193,0.1836
24.5927,11.7165,3.557,8.9433,13.5176,2.6272,23.2982,0.0557,0.2675,0.0167,0.2266,0.0669,0.0236,0.2427
24.6513,11.805,3.5729,9.5771,13.5112,2.626,23.793,0.3517,0.1606,0.0159,0.1826,0.0852,0.0117,0.0631
25.9218,11.431,3.5658,9.1409,13.5346,2.6213,23.5462,0.7829,0.3051,0.0169,0.1263,0.0652,0.0133,0.1161
25.0307,11.3384,3.5993,9.2248,13.6026,2.6254,22.3795,0.6153,0.4267,0.0217,0.0908,0.3525,0.0124,0.389
24.476,11.7235,3.6186,8.7856,13.7685,2.6424,23.6857,0.0552,0.2542,0.0135,0.3146,0.3583,0.0079,0.2296
24.7586,10.796,3.6737,9.9043,13.7076,2.6307,22.5483,0.0926,0.3327,0.0136,0.1286,0.5771,0.011,0.7527
25.2406,11.5664,3.6849,9.3743,13.6278,2.6372,23.8593,1.1252,0.5649,0.0249,0.1255,0.0733,0.008,0.0261
24.6214,10.6014,3.8279,10.6037,13.7726,2.6887,23.6716,0.1918,0.3139,0.0276,0.1763,0.0737,0.0241,0.0398
24.7405,12.0097,3.8695,9.0618,14.1789,2.6694,22.9482,0.6502,0.8902,0.0215,0.1257,0.8,0.0172,1.0398
25.6609,10.9063,3.9135,9.4751,14.9376,2.6712,23.4881,0.5819,0.3054,0.0194,0.0345,1.6238,0.0161,0.2791
25.8638,10.5879,3.8795,10.3516,15.3715,2.687,24.1172,0.0344,0.804,0.1422,0.2475,1.308,0.0246,0.0376
26.3352,10.0075,3.9757,8.5253,16.3201,2.6741,23.3427,0.7843,0.5376,0.0802,0.0479,1.9731,0.0226,0.7555
27.6274,9.4862,3.937,9.2476,15.6887,2.6946,23.5221,1.8356,0.0592,0.1004,0.6266,1.2744,0.026,0.7355
27.037,9.5044,3.8643,9.3831,17.1403,2.6471,23.0185,0.6083,0.0571,0.2176,0.0638,1.7839,0.0221,0.1929
25.2611,9.4827,3.8109,9.1139,16.7041,2.6671,23.1123,0.8206,0.0428,0.1999,0.2774,0.0915,0.0204,0.4728
24.734,9.5015,3.9821,10.9367,16.3606,2.6377,24.0375,0.0537,0.0306,0.1663,0.5664,0.2414,0.0145,0.1656
24.7932,9.5255,3.8308,10.1663,17.1268,2.6747,24.0908,0.1022,0.034,0.2266,0.1534,1.5469,0.025,0.3285
26.7309,9.4089,4.002,9.2465,17.5238,2.7181,24.3658,0.7564,0.0345,0.1455,0.308,1.5725,0.0251,0.077
25.913,11.1871,3.9569,11.5066,14.8579,2.6829,23.8563,0.1183,0.6561,0.1696,0.314,1.0684,0.0257,0.1587
24.8888,11.1296,3.6714,12.6182,13.9632,2.7192,23.6511,0.7313,0.9388,0.2466,0.7754,0.0608,0.0227,0.3742
24.7006,10.2314,3.8895,10.0555,14.1127,2.6753,24.2486,0.0529,0.3962,0.2463,0.2255,0.2752,0.0142,0.0363
24.7622,11.1384,3.5682,9.3385,14.8813,2.6618,24.4649,0.043,0.8375,0.0986,0.1769,0.7382,0.0195,0.0388
25.1145,10.5381,3.9006,10.3751,19.0346,2.6454,24.3154,0.5716,0.2723,0.211,0.3346,0.5281,0.0159,0.7973
25.7788,10.1388,3.6456,10.4777,16.8501,2.6694,23.3885,0.394,0.1672,0.125,0.1172,0.1258,0.025,0.1622
25.1174,12.1797,3.5963,10.0796,16.7856,2.7081,23.1674,0.6573,0.6799,0.1502,0.0643,0.0722,0.0339,0.0475
25.9746,9.6053,3.6749,11.6139,16.2925,2.6987,22.9804,0.403,0.053,0.1059,0.3343,0.6912,0.0209,0.0542
26.2818,9.4933,3.6468,10.9748,14.2194,2.694,25.2013,0.0452,0.033,0.0307,0.5269,0.3025,0.0299,0.1537
27.5775,9.413,3.7189,9.6879,14.1842,2.7509,23.8352,0.0564,0.0477,0.1262,0.0164,0.085,0.0272,0.0291
27.3313,9.3661,3.7992,9.9699,14.2012,2.6536,22.8555,0.6325,0.0484,0.1712,0.2523,0.0641,0.0209,0.3395
25.0459,9.3684,3.6157,10.3739,14.2505,2.6688,22.1672,0.1932,0.0367,0.0746,0.3285,0.297,0.0265,0.6405
24.9732,9.3022,3.7089,10.1247,16.2626,2.7773,24.3084,0.0576,0.0349,0.033,0.4436,1.099,0.0203,0.3164
26.4706,9.2734,3.6737,10.2596,16.8267,2.7937,23.8763,0.6355,0.0377,0.0323,0.6126,0.6301,0.0251,0.5705
25.315,9.2863,3.6731,9.7401,16.6402,2.7163,22.8749,0.4589,0.0292,0.0401,0.253,0.5094,0.0246,0.5572
24.8325,9.2594,3.7705,10.9039,16.6484,2.6565,22.6427,0.0764,0.0322,0.0233,0.1089,0.8979,0.0138,0.499
24.8349,9.25,3.7763,10.8201,16.0967,2.6817,23.4049,0.0627,0.0231,0.0435,0.0261,0.4161,0.0246,0.7825
25.0125,9.1861,3.8297,10.2215,15.8165,2.8148,23.3427,0.5202,0.0401,0.0339,0.1974,0.5165,0.0256,0.0524
25.3555,9.1872,3.8267,9.8673,15.1123,2.7749,23.7959,0.5601,0.0336,0.0334,0.0548,0.5073,0.0145,0.4464
29.9714,9.1872,3.883,9.8392,14.7477,2.7644,24.4274,0.9093,0.032,0.0315,0.0737,0.7525,0.0175,0.6346
26.4777,9.1691,3.8467,11.2205,15.3322,2.7679,24.8935,0.2616,0.0328,0.0203,0.3517,1.5038,0.0146,0.4323
25.3033,9.138,3.8684,10.3592,17.369,2.7679,22.2393,0.7686,0.0415,0.0162,0.469,1.1846,0.0146,0.2151
25.06,9.1562,3.9118,10.0503,17.7829,2.6401,22.5184,0.0535,0.0303,0.0145,0.242,0.7775,0.0141,0.2792
25.1802,9.1011,3.971,10.6969,17.5425,2.8799,22.1907,0.1184,0.0145,0.0283,0.3822,0.9406,0.0348,0.0749
25.0289,9.0864,3.9686,10.0245,15.9525,2.8031,23.3574,0.033,0.0281,0.0268,0.0876,0.2234,0.0134,0.8438
