Medida_1,Medida_2,Medida_3,Medida_4,Medida_5,Medida_6,Medida_7,Desvio_1,Desvio_2,Desvio_3,Desvio_4,Desvio_5,Desvio_6,Desvio_7
26.2859,8.5757,7.0443,12.5737,18.3252,4.7748,23.3545,0.0444,0.1119,0.015,0.0859,0.1603,0.021,0.0175
26.3199,8.547,7.0467,12.6346,18.2789,4.7672,22.4205,0.1422,0.0263,0.0176,0.074,0.0645,0.0153,0.0443
26.2771,8.5364,7.0437,12.6364,18.2859,4.7543,22.4527,0.0527,0.0353,0.0175,0.0545,0.0609,0.02,0.0315
26.2812,8.5458,7.0461,12.6294,18.29,4.7543,22.8104,0.0535,0.0241,0.0159,0.0661,0.0468,0.0173,0.3586
26.2654,8.5493,7.0432,12.6458,18.2977,4.7461,23.3322,0.0497,0.0302,0.016,0.0494,0.0576,0.015,0.0177
26.2707,8.5488,7.0484,12.6053,18.3018,4.7496,22.475,0.0401,0.0234,0.0187,0.0711,0.0359,0.0165,0.0378
26.2554,8.5171,7.0502,12.5737,18.3094,4.7795,22.5735,0.0578,0.0258,0.0128,0.0864,0.0361,0.0244,0.0285
26.361,8.4731,7.0449,12.5872,18.2601,4.807,22.8637,0.4871,0.029,0.0094,0.0852,0.0663,0.0318,0.3732
26.3123,8.4766,7.0308,12.9061,18.2818,4.8592,22.2288,0.2602,0.0248,0.0105,0.4847,0.0459,0.0385,0.307
27.8654,8.4415,7.025,12.81,18.3704,4.8404,22.3015,0.9536,0.0335,0.0169,0.4061,0.4052,0.022,0.2745
27.8894,8.4344,7.0009,12.7402,18.2215,4.8346,22.6357,0.8781,0.0175,0.0109,0.5042,0.0426,0.0273,0.3484
28.8346,8.3828,7.008,13.6759,18.2355,4.8141,22.6579,1.1205,0.0187,0.0117,0.5121,0.0486,0.0233,0.3978
27.2932,8.401,7.0045,13.8242,18.2707,4.8434,22.4873,0.9808,0.0275,0.0114,0.5282,0.1531,0.0178,0.3412
27.0223,8.377,7.0097,14.0822,18.2695,4.8674,22.4088,0.6983,0.0328,0.0131,0.1093,0.1469,0.0099,0.1406
26.7421,8.3541,7.0109,14.0969,18.3487,4.8756,22.5577,0.4221,0.0263,0.0119,0.3056,0.2128,0.0097,0.0803
26.7104,8.3441,6.998,13.0333,18.2508,4.8457,22.6327,0.4623,0.0359,0.0105,0.1227,0.4088,0.0193,0.0547
28.2635,8.323,7.008,13.0632,18.1001,4.8492,22.6832,1.1148,0.0233,0.0117,0.106,0.0618,0.0195,0.0254
28.6211,8.3412,7.0039,13.4279,18.249,4.7713,22.6738,0.7125,0.027,0.0104,0.2793,0.2916,0.0246,0.0272
28.569,8.3043,6.9675,13.9192,19.2404,4.7906,22.6796,0.4468,0.0334,0.0126,0.3603,0.4849,0.0227,0.0281
28.6833,8.2902,6.9652,13.5411,20.1545,4.8129,22.7312,0.7044,0.0327,0.0128,0.5048,0.7964,0.0208,0.1177
27.5201,8.2539,6.9705,13.2567,20.4271,4.8985,22.6538,0.5392,0.043,0.0157,0.2659,1.0355,0.0268,0.0344
29.3851,8.2157,6.9658,12.1005,18.7872,5.0439,22.3795,0.8924,0.0276,0.0175,0.0499,0.7532,0.0229,0.1836
29.2848,8.1729,6.9798,12.1633,18.0743,5.0421,22.183,0.7146,0.0247,0.0122,0.0217,0.0506,0.0255,0.3243
29.1283,8.1495,6.9751,12.1644,18.334,4.8979,21.853,0.5962,0.027,0.0099,0.0449,0.6087,0.0293,0.1292
28.8838,8.1272,6.9734,12.1193,20.4218,4.8135,21.7644,0.1435,0.0252,0.0159,0.0648,0.5556,0.0246,0.1943
29.1101,8.0797,6.9505,12.2448,20.2061,4.9055,21.3798,0.578,0.0224,0.013,0.0737,0.5264,0.0355,0.2996
27.7798,8.0475,6.9441,12.2278,19.7828,4.9753,21.4402,0.0207,0.0237,0.0117,0.0597,0.7493,0.0281,0.2647
27.7933,8.0029,6.9359,12.7027,20.1445,5.004,21.4168,0.0286,0.0289,0.0172,0.5685,0.4699,0.0263,0.3683
29.7457,7.9466,6.9189,14.8415,18.256,4.9853,21.4179,0.4094,0.0237,0.0199,1.2111,0.2765,0.0225,0.3138
29.5909,7.9255,6.9194,12.8357,18.1376,4.9595,21.6536,0.8223,0.0209,0.019,0.8613,0.3245,0.0206,0.375
27.4744,7.8862,6.9007,12.4007,18.1323,4.9718,21.7357,0.301,0.0252,0.0172,0.3074,0.2949,0.0232,0.3348
27.2903,7.861,6.9282,12.0384,18.1288,4.9841,21.5897,0.328,0.0215,0.0185,0.0393,0.1437,0.0212,0.4791
27.2691,7.8558,6.9288,12.0988,18.2209,5.0286,21.3663,0.482,0.0222,0.019,0.0791,0.3862,0.0245,0.2615
27.4122,7.8094,6.9353,12.0935,18.3082,5.0433,20.9436,0.5063,0.0285,0.0193,0.0351,0.5113,0.0338,0.2911
27.6713,7.7725,6.9452,12.1017,18.191,5.0386,20.7185,0.4413,0.0261,0.0169,0.0366,0.0493,0.0227,0.2352
27.7833,7.7508,6.9423,12.1879,18.1323,5.0128,20.7126,0.4269,0.0272,0.0274,0.0494,0.0775,0.0239,0.2324
27.5406,7.725,6.9265,12.1879,18.0579,5.024,20.6727,0.5528,0.0306,0.0193,0.0231,0.0783,0.023,0.1014
27.2592,7.6975,6.9089,12.2975,18.3639,5.0234,20.7437,0.6413,0.0217,0.0156,0.0305,0.4876,0.0281,0.2574
27.0299,7.6863,6.9124,12.2987,18.2385,5.0357,20.6628,0.5826,0.0212,0.0212,0.05,0.1505,0.0202,0.1865
26.5756,7.6705,6.8948,12.2342,18.4536,5.0879,20.6182,0.7651,0.0252,0.0172,0.0629,0.6525,0.03,0.1366
26.1974,7.6465,6.903,12.2958,20.1164,5.0937,20.5338,0.7264,0.0215,0.0181,0.2007,1.103,0.025,0.0968
25.8726,7.6429,6.9282,13.9204,19.02,5.0955,20.4347,0.4855,0.0216,0.0188,0.2668,0.7988,0.0274,0.1003
25.6398,7.6078,6.9323,13.5352,18.5093,5.1084,20.4019,0.3668,0.0182,0.0175,0.3463,0.8835,0.022,0.0912
25.8726,7.589,6.9558,12.6388,19.577,5.0943,20.2928,0.5759,0.0227,0.0128,0.5838,0.6701,0.0262,0.1043
26.4266,7.579,6.9306,13.4871,19.8777,5.0943,20.2242,0.5354,0.0347,0.016,0.4447,0.5782,0.0229,0.0583
26.5345,7.5573,6.9294,12.6839,18.7861,5.0855,20.1556,0.7133,0.0237,0.0187,0.7251,0.4936,0.0307,0.0834
26.7339,7.5239,6.9136,12.1556,20.3737,5.1184,20.3456,0.6725,0.0238,0.0166,0.0413,0.4754,0.0291,0.1329
27.4269,7.5052,6.9048,12.2242,20.4335,5.1922,20.3749,0.7713,0.0236,0.0164,0.0395,0.0438,0.0341,0.1922
27.2979,7.504,6.8901,12.1744,20.4963,5.2649,20.1902,0.3717,0.0135,0.0141,0.045,0.3191,0.0282,0.0887
26.2021,7.528,6.8825,12.2676,19.2627,5.2292,20.8181,0.1877,0.0271,0.0165,0.2191,1.0093,0.0427,0.4086
26.2296,7.4248,6.8878,12.3667,20.1035,5.272,20.0876,0.1162,0.0309,0.0229,0.2521,0.5124,0.0349,0.0967
26.0555,7.4465,6.8942,12.2981,19.5992,5.3071,19.9926,0.1852,0.0391,0.0157,0.0606,0.5684,0.0231,0.0707
25.882,7.3709,6.913,12.5532,19.0141,5.2937,20.5531,0.2798,0.0331,0.0135,0.6432,0.4492,0.0162,0.2041
26.256,7.3345,6.9265,13.0615,20.1767,5.1787,19.9956,0.5822,0.0304,0.0159,0.7859,0.6334,0.0208,0.0987
26.6383,7.3586,6.9241,14.0224,19.6374,5.347,19.9815,0.6022,0.0227,0.019,0.3176,0.4856,0.2472,0.1092
26.2314,7.324,6.9423,14.0781,20.698,5.6319,20.0308,0.325,0.0189,0.0243,0.606,0.6269,0.0114,0.1155
26.0667,7.2818,6.9042,13.5211,19.8695,5.2397,19.9211,0.0791,0.0337,0.025,0.375,0.7429,0.0166,0.1329
26.0332,7.2689,6.8895,12.433,20.7185,5.3323,19.8906,0.0318,0.0311,0.0166,0.3397,0.4597,0.0137,0.0646
25.9998,7.2108,6.8491,12.2342,21.0843,5.3916,20.0343,0.0201,0.0289,0.0099,0.2187,0.1582,0.0195,0.1717
26.5932,7.2226,6.838,12.7191,20.603,5.4168,20.0923,0.8682,0.0377,0.0126,0.7547,0.1456,0.0259,0.2747
27.5119,7.2319,6.8766,12.3685,20.5977,5.4478,19.8285,1.363,0.0344,0.0122,0.2106,0.0387,0.0139,0.1112
26.4302,7.1323,6.9019,13.0292,20.5561,5.4267,19.8127,1.0386,0.0339,0.0236,0.551,0.0171,0.0188,0.0898
25.1509,7.1997,6.9224,14.0113,20.5795,5.3945,19.978,0.1773,0.0133,0.0221,0.5919,0.021,0.0208,0.1027
25.1679,7.1704,6.9036,12.4095,20.5115,5.4297,19.8994,0.2334,0.0175,0.0164,0.0808,0.0253,0.0213,0.1625
25.189,7.1405,6.8983,12.301,20.3515,5.4566,20.3216,0.3731,0.0218,0.0193,0.1588,0.2882,0.0181,0.3571
25.1216,7.0678,6.8913,12.3069,20.352,5.4596,20.0173,0.2924,0.0283,0.0178,0.134,0.0371,0.0193,0.2022
25.3613,6.9904,6.8919,13.1453,20.4851,5.4297,20.1656,0.5133,0.0377,0.0151,0.0417,0.3694,0.0587,0.3268
25.692,7.0478,6.8849,13.6372,20.0208,5.9116,20.1545,1.0789,0.0204,0.0183,0.3887,0.3005,0.0485,0.2157
26.2801,7.0174,6.8755,14.8702,20.9882,5.8108,19.9868,1.1136,0.0195,0.0146,0.6248,0.3363,0.0478,0.2982
26.2355,6.9898,6.8843,13.7463,20.9659,5.5933,20.1433,0.9684,0.019,0.0136,0.5958,0.4121,0.0336,0.5183
26.4653,6.9511,6.8983,12.5344,20.6335,5.6495,19.7716,1.3628,0.022,0.0209,0.1703,0.6165,0.0349,0.1508
25.6187,6.9318,6.8901,13.1535,20.909,5.4801,19.8062,0.3758,0.0266,0.0196,0.2099,0.3112,0.0235,0.1157
25.7465,6.9112,6.8696,12.2747,20.8006,5.578,19.8343,0.2303,0.0317,0.0168,0.3111,0.1989,0.0209,0.2873
26.2877,6.9171,6.8731,12.2319,19.1924,5.6126,19.7745,0.4196,0.0217,0.0178,0.2764,0.471,0.0229,0.1644
26.7491,6.8737,6.9013,12.8187,18.9959,5.8395,19.8033,0.4887,0.0278,0.0283,0.5851,0.4968,0.0232,0.1696
26.5603,6.8808,6.872,13.8283,20.6042,5.5903,19.7405,0.0666,0.0293,0.0207,0.8685,0.0365,0.0174,0.1966
26.6395,6.8045,6.8966,13.2415,20.5109,5.5804,19.7048,0.2467,0.0265,0.0225,0.5355,0.0422,0.0169,0.1704
26.6758,6.8028,6.8837,13.5633,20.5244,5.6361,19.6538,0.2314,0.0153,0.0179,0.6463,0.0332,0.0167,0.1834
26.7737,6.7682,6.903,14.2886,20.3409,5.6742,19.7405,0.1386,0.0199,0.0225,0.127,0.3004,0.0277,0.1927
26.7298,6.767,6.8866,14.5477,20.4986,5.734,19.7734,0.1647,0.025,0.0199,0.3219,0.1954,0.0192,0.2709
26.8025,6.7189,6.9277,14.6152,20.5555,5.6941,19.6661,0.1318,0.0135,0.0162,0.0446,0.0337,0.0232,0.2597
26.4161,6.7037,6.9282,14.1854,19.9704,5.741,19.6884,0.2894,0.0204,0.0159,0.2306,0.3272,0.0215,0.2622
26.0884,6.6726,6.9224,13.1025,20.5942,5.7691,19.625,0.2843,0.0277,0.0233,0.2416,0.2712,0.011,0.2607
26.2467,6.6761,6.9136,12.7701,20.9999,5.8149,19.6696,0.2835,0.0279,0.0241,0.2603,0.1584,0.0281,0.3461
26.7215,6.6175,6.8995,12.7947,20.994,5.8037,19.6368,0.0531,0.0281,0.0289,0.5705,0.011,0.0175,0.292
26.6793,6.6339,6.8673,14.2552,20.5549,5.8606,19.5365,0.0753,0.0257,0.0249,0.5691,0.5987,0.0305,0.2603
26.6096,6.5812,6.8725,14.529,20.8826,5.8518,19.4556,0.2093,0.021,0.0159,0.3317,0.0204,0.023,0.2845
26.7292,6.5395,6.8937,14.108,20.8387,5.8348,19.3753,0.2006,0.0207,0.0199,0.7703,0.0152,0.0244,0.2287
26.6541,6.5284,6.9142,15.0965,20.7929,5.7844,19.4615,0.2744,0.0256,0.0272,0.2608,0.0257,0.0201,0.3429
26.7339,6.5413,6.9271,14.5501,20.7413,5.8342,19.5729,0.3289,0.0254,0.0241,0.1463,0.0296,0.0231,0.4977
26.3979,6.4903,6.9001,14.4674,20.6856,5.8067,19.445,0.4757,0.0263,0.0234,0.1195,0.025,0.0185,0.5363
25.8439,6.4827,6.9236,15.1692,20.6651,5.8893,19.2264,0.6083,0.024,0.0361,0.3255,0.0254,0.0259,0.3485
25.6422,6.4434,6.9335,14.5688,20.6434,5.8999,19.268,0.8204,0.0187,0.0252,0.1771,0.034,0.0189,0.3166
24.9808,6.4311,6.9218,14.6796,20.6282,5.9198,19.1056,0.7583,0.0196,0.0169,0.0252,0.0172,0.0117,0.2342
24.6695,6.4,6.9253,15.2272,20.5743,5.8946,19.0446,0.487,0.0174,0.0203,0.4132,0.1831,0.0165,0.0808
24.9709,6.376,6.9318,14.6269,20.5825,5.8846,19.0769,0.5619,0.0254,0.0198,0.3939,0.0169,0.0151,0.0987
24.9199,6.3707,6.9699,14.7547,20.2424,5.9081,18.9801,0.7193,0.0207,0.0166,0.0739,0.4137,0.0129,0.0792
25.2429,6.3437,6.9634,14.9658,19.2809,5.9216,18.9256,0.8039,0.0266,0.0204,0.5792,0.4517,0.0157,0.0702
25.2529,6.3261,6.9499,13.055,19.9076,5.9614,18.9186,0.658,0.0196,0.0178,0.0485,0.446,0.0212,0.1022
25.7383,6.2939,6.9312,14.0459,20.3005,5.9919,18.8687,0.4707,0.0247,0.0261,0.7178,0.6557,0.0238,0.1139
25.4217,6.264,6.8966,16.1084,18.9402,6.0095,18.8289,0.7426,0.0183,0.0274,0.562,0.8856,0.0232,0.0862
24.7909,6.2493,6.903,15.2032,19.8261,6.0171,18.7784,0.534,0.0153,0.0227,0.3406,0.6647,0.0169,0.0632
24.571,6.2118,6.9218,14.0963,19.2574,6.0248,18.8283,0.3185,0.0274,0.03,0.2143,0.5862,0.0219,0.2195
24.625,6.1854,6.954,15.3404,18.6958,6.0283,18.7092,0.4247,0.0298,0.0214,0.204,0.4308,0.0207,0.1125
24.5417,6.1702,6.9851,15.3498,20.2788,6.0242,18.7028,0.4733,0.0226,0.0261,0.0231,0.4558,0.0149,0.0678
24.4919,6.1479,6.9945,14.6744,20.5232,6.0664,18.6371,0.4884,0.0178,0.0309,0.08,0.097,0.0147,0.0749
24.3113,6.1174,6.964,14.8925,20.4294,6.0787,18.636,0.1485,0.0178,0.0349,0.2289,0.3727,0.0159,0.0884
24.5042,6.0945,7.0062,14.5243,20.5162,6.0928,18.6418,0.2849,0.0224,0.0385,0.6416,0.0167,0.0124,0.0742
24.547,6.0746,6.9265,15.3216,20.5268,6.1027,18.5662,0.4548,0.0232,0.0349,0.7973,0.0194,0.0124,0.0605
24.7534,6.05,6.9112,15.837,20.5713,6.1074,18.5867,0.5251,0.018,0.0353,0.8774,0.02,0.0214,0.0456
24.0117,6.0148,6.9107,14.4762,20.4253,6.1098,18.568,0.0752,0.02,0.0256,1.2281,0.4102,0.0136,0.066
24.1366,6.0113,6.9499,13.9222,19.8519,6.1285,18.5621,0.3159,0.0202,0.0184,0.524,0.9002,0.0222,0.0691
24.0709,5.9954,6.9359,14.5483,19.9668,6.1397,18.5081,0.2521,0.0175,0.0291,0.6464,0.72,0.0175,0.0836
23.9759,5.9638,6.9077,14.441,19.4427,6.1514,18.5017,0.0368,0.0167,0.0557,0.1511,0.6561,0.0208,0.0794
23.9548,5.9315,6.947,15.3639,20.4277,6.1778,18.4472,0.05,0.0204,0.047,0.1955,0.4118,0.0182,0.0602
23.9507,5.9186,6.9001,16.7364,18.867,6.2007,18.4771,0.047,0.0278,0.0556,0.5585,0.721,0.0193,0.0747
23.9513,5.8694,6.9493,15.0977,18.6119,6.1989,18.4044,0.0401,0.0201,0.0356,0.5564,0.7181,0.0167,0.0779
23.9478,5.8454,6.8983,12.8574,19.8027,6.213,18.4214,0.0399,0.0207,0.041,1.1596,0.806,0.0143,0.0928
23.9296,5.8014,6.8989,14.5876,20.3057,6.2358,18.3938,0.0575,0.0133,0.0456,0.0465,0.3762,0.0243,0.0609
23.8651,5.7791,7.0649,14.6873,20.423,6.2393,18.419,0.0964,0.02,0.5951,0.413,0.1158,0.0178,0.0634
23.8815,5.7715,6.9447,15.4319,20.3614,6.271,18.3387,0.2342,0.0256,0.0318,0.8262,0.1959,0.0207,0.0743
23.8094,5.7609,6.9693,15.2736,20.2424,6.2698,18.3241,0.0574,0.0257,0.0278,0.058,0.6826,0.0178,0.0651
23.8258,5.7551,6.9757,13.0902,19.5248,6.2763,18.3164,0.051,0.0193,0.0428,0.9087,1.0006,0.013,0.0715
23.8176,5.7099,6.9845,12.1304,18.7714,6.3027,18.3252,0.0474,0.0151,0.0351,0.2794,1.4228,0.0225,0.0637
23.8546,5.683,7.117,12.9448,17.7565,6.3132,18.2584,0.2185,0.0106,0.0372,0.1899,1.1287,0.025,0.0783
23.7848,5.6577,7.0561,12.9671,17.8843,6.3361,18.2789,0.0479,0.0184,0.0511,0.1327,1.1464,0.0172,0.059
23.7825,5.6161,7.0484,11.9868,18.0403,6.3513,18.2367,0.0644,0.0214,0.0338,0.3158,0.7486,0.0192,0.0686
23.7989,5.6132,7.2959,13.4045,17.5208,6.383,18.2226,0.0897,0.0199,0.5259,0.3288,0.958,0.0204,0.0419
24.058,5.5745,7.3586,13.4795,18.1235,6.3859,18.1921,0.4829,0.0216,0.5165,0.2871,0.6262,0.0154,0.0553
24.6279,5.5921,8.0956,13.9855,17.6228,6.4152,18.1476,0.9827,0.0229,1.1133,0.4026,0.6083,0.0257,0.0515
24.323,5.5,7.3938,12.8551,18.0602,6.434,18.154,0.493,0.0234,0.2063,0.3043,0.9054,0.025,0.036
24.4696,5.5546,7.0953,13.4303,16.8782,6.4287,18.1112,0.5789,0.0184,0.0755,0.4198,0.7096,0.0241,0.0424
25.3608,5.4795,7.0977,14.0922,16.863,6.4574,18.0626,0.4453,0.0283,0.0517,0.7204,0.3599,0.0237,0.0403
24.8044,5.4783,7.1141,13.7861,16.9803,6.4662,18.0696,0.7935,0.0265,0.1833,0.7083,0.5134,0.0236,0.0464
24.0193,5.4285,7.1886,12.9829,16.9404,6.4727,18.0315,0.3457,0.0175,0.0382,0.1991,0.6062,0.0297,0.0529
24.3336,5.4103,7.1891,13.6161,16.8988,6.4915,18.0063,0.2851,0.0251,0.0658,0.4155,0.5942,0.0207,0.0423
26.1822,5.3658,7.1358,14.9874,16.1665,6.5301,17.9717,0.2413,0.0137,0.0867,0.1639,0.0872,0.0184,0.0393
24.8571,5.364,7.2026,13.0521,16.7264,6.563,17.9588,0.6372,0.0242,0.0358,0.0889,0.6298,0.0313,0.0503
23.973,5.3529,8.5083,12.7994,17.1474,6.563,17.94,0.292,0.014,0.4571,0.2706,0.6858,0.0269,0.05
24.4139,5.3036,7.4061,11.951,17.5724,6.5477,17.8849,0.4675,0.032,0.2199,0.0578,0.6099,0.0215,0.0468
25.6727,5.3341,7.5444,11.9112,18.0198,6.5806,17.8685,0.4684,0.0239,0.4041,0.0474,0.3376,0.0335,0.0415
24.7833,5.2843,9.0788,12.0167,18.5879,6.5964,17.865,0.3742,0.0323,1.0082,0.0616,0.2994,0.0242,0.0316
24.761,5.2802,10.6823,12.0009,19.6667,6.6111,17.838,0.8625,0.0285,0.0308,0.0532,0.2593,0.0282,0.0515
24.6496,5.2374,8.2163,11.9686,20.1187,6.6292,17.7923,0.8951,0.0184,0.6238,0.0472,0.3816,0.0193,0.0616
24.6144,5.2174,9.5595,11.9229,18.864,6.6521,17.787,0.3851,0.0176,0.8928,0.0592,0.6804,0.0136,0.0505
24.6332,5.1899,10.7644,11.9276,18.1071,6.6521,17.77,0.7076,0.0157,0.5073,0.0597,0.3307,0.0254,0.0364
24.87,5.1752,7.348,12.2154,17.8374,6.675,17.7419,0.8169,0.0351,0.0366,0.0905,0.3553,0.0179,0.0346
24.2046,5.1348,8.299,13.3394,18.8365,6.6926,17.7295,0.083,0.0237,1.2094,0.5228,0.9179,0.0152,0.0381
24.8349,5.1283,9.841,12.8387,20.2705,6.7254,17.6768,0.4732,0.0372,0.4638,0.2584,0.5573,0.0307,0.0369
25.1644,5.1148,8.0528,12.7161,19.4579,6.7412,17.6604,1.0132,0.0214,0.8035,0.205,1.1303,0.0309,0.0366
24.0703,5.0908,10.4296,12.7138,19.6004,6.7312,17.6293,0.3886,0.0184,0.8081,0.1753,1.0496,0.0265,0.0514
24.0211,5.0615,10.8394,12.7742,19.8848,6.7611,17.6117,0.5989,0.0179,0.0617,0.1316,0.6888,0.0272,0.0474
24.3347,5.038,10.5005,12.8856,18.8242,6.7606,17.5847,0.9727,0.0274,0.2776,0.1324,0.4763,0.0131,0.0387
23.963,5.0093,9.0477,12.8123,17.8849,6.7905,17.5566,0.5263,0.0255,0.1856,0.1971,0.289,0.0271,0.0392
23.7825,4.9812,8.6637,12.1351,17.0793,6.8163,17.5249,0.6497,0.0255,0.6281,0.3408,0.618,0.0265,0.0342
23.3169,4.9518,9.359,11.6368,16.605,6.8409,17.4927,0.3032,0.0181,0.0464,0.0573,0.3979,0.0247,0.0436
23.3908,4.9026,10.2285,11.6485,16.4907,6.8467,17.4557,0.5635,0.0184,0.2465,0.0584,0.4761,0.0241,0.0367
23.3562,4.8832,10.5709,11.6813,17.1937,6.8157,17.4317,0.4751,0.0185,0.9023,0.0308,1.4771,0.0155,0.0385
23.0408,4.8803,10.6412,11.6333,19.3477,6.8731,17.4112,0.0435,0.0195,0.3027,0.0407,0.9951,0.0254,0.0393
23.0191,4.8774,10.4841,11.526,20.0231,6.8819,17.3989,0.0573,0.0247,0.5571,0.0709,0.3742,0.0304,0.0321
23.0115,4.8451,9.8925,11.5776,20.3245,6.9177,17.3889,0.0369,0.0289,0.0808,0.0669,0.0263,0.0293,0.0473
22.9986,4.8182,10.1112,11.6485,20.1422,6.9247,17.3485,0.0522,0.0199,0.398,0.1331,0.5711,0.021,0.0355
22.9669,4.7924,9.7923,11.7282,18.721,6.9259,17.3057,0.0338,0.0181,0.3225,0.0699,0.9391,0.025,0.0442
22.9622,4.7783,10.2783,11.7118,19.078,6.9435,17.2869,0.0455,0.0175,0.7063,0.2197,0.9384,0.0218,0.0416
22.9241,4.7619,9.6651,11.4451,17.4886,6.9517,17.2517,0.0345,0.0165,0.5454,0.1358,0.8484,0.024,0.0376
22.8801,4.7314,8.3494,11.4591,18.4331,6.9986,17.2218,0.0233,0.033,0.6406,0.0179,0.4764,0.0107,0.0461
22.8766,4.7027,10.5463,11.4286,20.1081,7.0133,17.2148,0.0248,0.0234,0.2009,0.0395,0.2665,0.0225,0.0701
22.8215,4.6739,10.473,11.4902,19.7095,7.0127,17.216,0.0376,0.0243,0.1873,0.1857,0.8064,0.0283,0.0418
22.8221,4.6452,11.0599,11.4374,16.4678,7.0256,17.2113,0.0275,0.0179,0.5574,0.0453,1.0343,0.0266,0.0399
22.7951,4.6382,10.6377,11.5465,15.7555,7.0602,17.1814,0.0313,0.0162,0.5584,0.0554,0.0528,0.0178,0.0333
22.7682,4.6112,10.5644,11.6813,15.786,7.1082,17.1573,0.0225,0.0172,0.0315,0.1759,0.063,0.0177,0.0423
22.7517,4.6171,10.266,11.5799,16.0692,7.1082,17.1139,0.0307,0.0153,0.0392,0.0826,0.7393,0.0224,0.0403
22.7113,4.5813,9.2523,11.4984,18.0889,7.1346,17.0835,0.0258,0.03,0.6994,0.0523,0.8051,0.0227,0.0381
22.7019,4.5385,10.6629,11.5957,18.9356,7.1528,17.0342,0.0329,0.0138,0.1418,0.788,0.9268,0.0199,0.0395
22.6785,4.5051,10.8465,11.3782,19.659,7.1493,17.0201,0.0277,0.0238,0.0483,0.0392,0.7837,0.0212,0.0379
22.6597,4.5098,9.1661,11.3964,20.2278,7.1962,16.9779,0.0269,0.0107,0.0379,0.0307,0.1422,0.0252,0.05
22.6339,4.4658,9.2289,11.4697,20.2741,7.1897,16.958,0.024,0.0192,0.1578,0.0366,0.0157,0.0232,0.0578
22.6222,4.4476,9.5296,11.3853,19.499,7.219,16.9404,0.0275,0.0165,0.3542,0.0682,0.9715,0.0222,0.059
22.5964,4.4242,9.3121,11.3905,15.9789,7.2425,16.9105,0.024,0.0283,0.5512,0.0211,0.0495,0.0146,0.0484
22.5923,4.4089,9.2564,11.3765,16.0574,7.2671,16.8982,0.022,0.0369,0.1472,0.0195,0.0497,0.0162,0.0534
22.5694,4.3849,9.3696,11.343,16.1548,7.2894,16.8741,0.0161,0.0279,0.0481,0.0244,0.0574,0.0226,0.0308
22.5518,4.3421,9.4728,11.3213,17.9588,7.3111,16.8425,0.028,0.0155,0.259,0.0285,1.4001,0.0201,0.0456
22.5378,4.3099,9.5167,11.3659,19.7165,7.3304,16.8026,0.0212,0.0241,0.0471,0.0152,0.7773,0.0335,0.0384
22.5131,4.3034,10.0485,11.4034,16.0926,7.3398,16.795,0.0303,0.0157,0.0569,0.019,0.7161,0.0207,0.0307
22.4885,4.2811,9.9617,11.4105,15.9027,7.351,16.7809,0.0187,0.0241,0.1968,0.0259,0.0764,0.0207,0.0388
22.475,4.2389,10.1359,11.4023,17.5173,7.3809,16.7428,0.0217,0.0207,0.1057,0.0172,1.8216,0.0173,0.0394
22.4557,4.2313,10.0667,11.3952,17.1579,7.4037,16.7217,0.0276,0.0231,0.0379,0.018,0.4692,0.0327,0.0525
22.4287,4.2078,9.9781,11.3923,17.7565,7.4219,16.7164,0.0157,0.0148,0.0267,0.0188,0.6656,0.0253,0.0378
22.4234,4.1955,10.0168,11.3993,19.8015,7.4213,16.676,0.0222,0.0139,0.2018,0.0176,0.7047,0.0124,0.0343
22.3994,4.1574,9.8791,11.4521,18.7128,7.4078,16.6596,0.0215,0.0145,0.0542,0.0293,0.6452,0.0206,0.0436
22.4052,4.1334,10.1687,11.5283,16.3254,7.4465,16.6666,0.0185,0.0259,0.1457,0.0249,0.7174,0.0208,0.0388
22.3859,4.0982,10.2496,11.5266,16.0228,7.4893,16.6367,0.0277,0.0281,0.1777,0.0307,0.0842,0.0209,0.033
22.3677,4.0689,9.6961,11.5565,16.0645,7.5081,16.6232,0.0349,0.0208,0.2444,0.068,0.1404,0.0259,0.0347
22.3384,4.0683,9.3561,11.6409,16.5552,7.5093,16.5839,0.0314,0.0267,0.1416,0.079,0.0408,0.0193,0.0455
22.3279,4.0237,9.4048,11.73,16.5089,7.5362,16.547,0.0182,0.0122,0.0523,0.0337,0.8568,0.0172,0.0473
22.2927,3.9997,9.162,11.7095,15.9285,7.5867,16.5546,0.0255,0.0155,0.156,0.0526,0.0681,0.0211,0.0464
22.2739,3.9786,9.2154,11.7423,16.2503,7.5767,16.5071,0.0246,0.0392,0.0753,0.048,0.4896,0.0171,0.0396
22.2382,3.9792,9.6187,11.8062,16.727,7.5855,16.4778,0.0341,0.02,0.1602,0.0241,0.032,0.0232,0.0484
22.217,3.9422,9.1896,11.8244,16.7815,7.5972,16.4561,0.0261,0.0206,0.1679,0.0345,0.7036,0.0165,0.0513
22.2112,3.9288,9.2283,11.6966,16.7645,7.6341,16.4385,0.0266,0.0167,0.0592,0.0695,0.8742,0.0173,0.0374
22.1789,3.9094,9.1368,11.5776,17.1761,7.6646,16.418,0.0234,0.0157,0.1505,0.0683,0.808,0.018,0.048
22.1479,3.8772,9.2078,11.5078,16.5974,7.7045,16.3957,0.0199,0.0136,0.1966,0.0448,1.064,0.019,0.0374
